label,Message,clean_Message
1,FreeMsg: Hei - Saya Buffy. 25 dan suka memuaskan pria. Di rumah sendirian merasa randy. Balas 2 C PIX saya! QlynnBV Help08700621170150p a msg Kirim berhenti untuk menghentikan txts,freemsg hei buffy suka muas pria rumah randy balas c pix qlynnbv helpp a kirim henti henti txts
1,Hubungi Jerman hanya dengan 1 pence per menit! Telepon dari saluran tetap melalui nomor akses 0844 861 85 85. Tidak ada pembayaran di muka. Akses langsung! www.telediscount.co.uk,hubung jerman pence menit telepon salur nomor akses bayar muka akses langsung
1,"You can stop further club tones by replying ""STOP MIX"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL, PO Box 1146 MK45 2WT (2/3)",stop club tone repli stop mix see mytonecomenjoy html term club tone cost gbpweek mfl po box mk wt
1,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",new mobil must go text nokia collect todayfrom optout gbpmtmsg txtauction
0,Apa Hari Ini-Minggu.. Minggu adalah hari libur.. jadi tidak ada pekerjaan..,iniminggu minggu libur kerja
1,Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones,text pass collect polyphon rington normal gpr charg appli enjoy tone
0,5 nights...We nt staying at port step liao...Too ex,nightsw nt stay port step liaotoo ex
0,Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.,hi wont b ard christma enjoy n merri xma
0,"Yah imma pasti perlu mengisi kembali sebelum thanksgiving, saya akan memberi tahu Anda ketika saya keluar",yah imma isi thanksgiving
1,URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893,urgent nd attempt contact prize yesterday still await collect claim call
1,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150,new local date area lot new peopl regist area repli date start repli
1,Bisakah Anda mendapatkan 2 ponsel SEKARANG? Saya ingin mengobrol 2 mengatur pertemuan Hubungi saya SEKARANG di 09096102316 Anda dapat cum di sini 2moro Luv JANE xx PanggilanÂ £ 1 / minmoremobsEMSPOBox45PO139WA,ponsel obrol atur temu hubung cum luv jane xx panggil minmoremobsemspoboxpowa
0,Hai priya are you right. What doctor said pa. Where are you.,hai priya right doctor said pa
1,"Win the newest Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",win newest harri potter order phoenix book repli harri answer question chanc first among reader
0,"Aku terjaga sepanjang malam terlalu khawatir tentang appt ini. Sayang sekali kami melewatkan malam gadis dengan kuis, popcorn, dan Anda menata rambut saya.",jaga malam khawatir appt sayang lewat malam gadis kuis popcorn tata rambut
0,Untuk ayam bakar atau rica rica brp Pak?,ayam bakar rica rica
1,09066362231 MENDESAK! Ponsel Anda No 07xxxxxxxxx memenangkan hadiah pemanggil bonus Â £ 2.000 pada 02/06/03! ini adalah upaya ke-2 untuk menghubungi ANDA! hubungi 09066362231 secepatnya!,desak ponsel nomor xxxxxxxxx menang hadiah panggil bonus upaya hubung hubung cepat
0,Sindu mendapat pekerjaan di birla soft..,sindu kerja birla soft
1,"This is the 2nd time we have tried 2 contact u. U have won the £750 Pound prize. 2 claim is easy, call 087187272008 NOW1! Only 10p per minute. BT-national-rate.",nd time tri contact pound prize claim easi call p per minut btnationalr
0,U in town alone?,town alon
1,Pengumuman layanan pelanggan. Anda memiliki pengiriman Tahun Baru yang menunggu Anda. Silakan hubungi 07046744435 sekarang untuk mengatur pengiriman,umum layan langgan milik kirim tunggu sila hubung atur kirim
1,Pesan Resmi M-KIOS Sim Card Anda Menang Hadiah ke4 Cek 100jt Dari Promo M-KIOS PIN:M7H7R47 hub:Ir.H.SURIANTO 0823 8777 5019 klik: www.kjtn-mkiosjkt.blogspot.com,pesan resmi mkios sim card menang hadiah cek jt promo mkios pinmhr hubirhsurianto klik
1,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,custom loyalti offerth new nokia mobil txtauction text word start get tctxt tc pmtmsg
1,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only,urgent tri contact today draw show prize guarante call land line claim c valid hr
1,"XXXMobileMovieClub: Untuk menggunakan kredit Anda, klik tautan WAP di pesan txt berikutnya atau klik di sini>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL",xxxmobilemovieclub kredit klik taut wap pesan txt klik xxxmobilemovieclubcomnqjkgighjjgcbl
1,Tone Club: Subs Anda sekarang telah kedaluwarsa 2 re-sub membalas MONOC 4 monos atau POLYC 4 polys 1 mingguan @ 150p per minggu Txt STOP 2 berhenti Pesan ini gratis Streaming 0871212025016,tone club subs kedaluwarsa resub balas monoc monos polyc polys minggu p minggu txt stop henti pesan gratis streaming
0,What you doing?how are you?,doinghow
1,maaf kami sudah menghubungi tpi tdk tersmbung No.anda resmi meraih hadiah ke-2 dri PT.MKIOS PIN;M248K81 cek pin anda di www.hadiahresmi-mkios29.blogspot.com,maaf hubung tersmbung noanda resmi raih hadiah ptmkios pinmk cek pin
1,"GT-SHOP Disc.41% BB Z10 3jt BB Torch 2jt BB Davis 1jt Minat? Galaxy S4 3,5jt Cp.08994352577 Pin.25A1785B Gili-SMS versi Demo. Http://www/yusiwa.com",gtshop disc bb z jt bb torch jt bb davis jt minat galaxy s jt cp pinab gilisms versi demo
0,Jangan khawatir. Kurasa dia sibuk.,khawatir rasa sibuk
0,Oh ho. Is this the first time u use these type of words,oh ho first time use type word
1,Pengundian Hadiah XMAS! Kami mencoba untuk menghubungi U. Todays draw menunjukkan bahwa Anda telah memenangkan hadiah Â £ 2000 DIJAMIN. Hubungi 09058094565 dari telepon rumah. Hanya berlaku 12 jam,undi hadiah xmas coba hubung todays draw menang hadiah jamin hubung telepon rumah laku jam
0,Oke... C ya...,oke c ya
1,"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx",hack chat get backdoor entri chat room fraction cost repli neo call subscrib p pm dp bcm box ldn wcnxx
0,Saya tidak mengemudi ... Hujan! Lalu aku akan tertangkap di stasiun mrt lor.,kemudi hujan tangkap stasiun mrt lor
0,Jadi ada cincin yang datang dengan kostum pria. Itu ada di sana sehingga mereka dapat memberi hadiah kepada calon istri mereka. Petunjuk petunjuk,cincin kostum pria hadiah calon istri tunjuk tunjuk
1,Dapatkan e-Tiket Murah & Promo Untuk Penerbangan Domestic & International BOOKING ONLINE Info Hub: 085216181177 www.surya-travel.jimdo.com,dapat etiket murah promo terbang domestic international booking online informasi hubung
1,Hai LUCY Hubby di meetins sepanjang hari Jum &; aku akan B sendirian di hotel U jintan mewah? Pls meninggalkan msg 2day 09099726395 Lucy x CallsÂ £ 1 / minMobsmoreLKPOBOX177HP51FL,hai lucy hubby meetins jum bb hotel jintan mewah pulsa tinggal lucy x calls minmobsmorelkpoboxhpfl
1,"Pelanggan yth,saya REZKY operator TRI, telah menghubungi anda tapi tidak tersambung jadi informasi ini saya sampaikan lewat SMS sebelum hadiahnya jatuh tempo, selamat no Tri anda menang undian dr pesta akhir tahun TRI Pin pemenang (2547afr) Info klik; www.bonus-tri75.blogspot.com",langgan ythsaya rezky operator tri hubung sambung informasi sms hadiah jatuh tempo selamat nomor tri menang undi pesta tri pin menang afr informasi klik
0,Yup mandi liao...,yup mandi liao
1,NASIB:Nutrisi otak slh 1 nya berfikir positif. klo sdh segala hal bs jd ilmu. dpt wallppr di http://m.m4in.biz/r?jXPC42 STOP: *123*66# / ketik UNREG NASIB ke 92828 CS: 087789917018,nasibnutrisi otak salah nya berfikir positif ilmu wallppr stop ketik unreg nasib cs
1,"Anda dapat menghentikan nada klub lebih lanjut dengan membalas ""STOP MIX"" Lihat my-tone.com/enjoy. HTML untuk istilah. Biaya club tone GBP4.50/minggu. MFL, Kotak PO 1146 MK45 2WT (2/3)",henti nada klub balas stop mix lihat mytonecomenjoy html istilah biaya club tone gbpminggu mfl kotak po mk wt
1,UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+£1.50perWKsub,award citi break could win summer shop spree everi wk text store skilgmetscswinawkageperwksub
1,Pesan ini untuk pesanan konten seluler Anda Telah dikirim ulang karena upaya sebelumnya gagal karena kesalahan jaringan Pertanyaan untuk customersqueries@netvision.uk.com,pesan pesan konten seluler kirim ulang upaya gagal salah jaring customersqueriesnetvisionukcom
0,Semoga minggu Anda menyenangkan. Hanya check-in,moga minggu senang checkin
0,You see the requirements please,see requir pleas
1,"Penawaran Hari Ini! Klaim voucher diskon senilai Â £ 150 Anda! SMS YA ke 85023 sekarang! SavaMob, anggota menawarkan ponsel! T Cs 08717898035. Â£3.00 Sub. 16 . Unsub balasan X",tawar klaim voucher diskon nila sms ya savamob anggota tawar ponsel t cs sub unsub balas x
0,Hei... Jam berapa Anda mengemudi pada hari jum? Kami pergi untuk evaluasi pada hari Jumat?,hei jam kemudi jum pergi evaluasi jumat
0,Some are lasting as much as 2 hours. You might get lucky.,last much hour might get lucki
1,"Anda telah dipilih secara khusus untuk menerima ""3000 penghargaan! Hubungi 08712402050 SEBELUM saluran ditutup. Biaya 10ppm. 16+. S&K berlaku. AG Promo",pilih khusus terima harga hubung salur tutup biaya ppm sk laku ag promo
0,Beri tahu saya cara menghubungi Anda. Aku sudah kamu menetap di sebuah kamar. Mari kita tahu Anda baik-baik saja.,hubung tetap kamar mari baikbaik
1,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",congrat mobil g videophon call videochat wid mate play java game dload polyh music nolin rentl bx ip pm
0,kita lewat kolam renang? di gymnas atau gik,kolam renang gymnas gik
1,Pangmeulikeun heula pulsa bpa anu simpati 20ribu we ke digantian ku bpa ieu nomor na nya 081356256931,pangmeulikeun heula pulsa bpa anu simpati ribu we ganti ku bpa ieu nomor na nya
0,That one week leave i put know that time. Why.,one week leav put know time
0,Yo coba tebak apa yang baru saja saya jatuhkan,ya coba tebak jatuh
1,PESAN RESMI Selamat NO Simcard anda M-dptkam hadiah cek.Rp.35juta dr TRI CARE pin:7Y7R8K9Z info keik: www.id-tricare2016.blogspot.com,pesan resmi selamat nomor simcard mdptkam hadiah cekrpjuta tri care pinyrkz informasi keik
1,Ringtone Club: Gr8 polys baru langsung ke ponsel Anda setiap minggu!,ringtone club gr polys langsung ponsel minggu
1,"Untuk meninjau dan MENJAGA fantastis Nokia N-Gage dek permainan dengan Club Nokia, pergi 2 www.cnupdates.com/newsletter. berhenti berlangganan dari peringatan membalas dengan kata OUT",tinjau jaga fantastis nokia ngage dek main club nokia pergi henti langgan ingat balas out
0,nama1  kalau kelompok sistem pembelajaran bhs jepang itu siapa ajaa?,nama kelompok sistem ajar bahasa jepang ajaa
1,For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk,sparkl shop break per person call visit
1,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",urgent call landlin complimentari ibiza holiday cash await collect sae tc po box sk wp ppm
1,SWASTA! Laporan Rekening 2003 Anda untuk 07815296484 menunjukkan 800 poin S.I.M. yang belum ditukarkan. Kode Pengenal 08718738001 Panggilan 41782 kedaluwarsa 18/11/04,swasta lapor rekening poin sim tukar kode kenal panggil kedaluwarsa
1,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,urgent mobil number award prize guarante call land line claim valid hr ppm
1,"Twinks, bears, scallies, skins and jocks are calling now. Don't miss the weekend's fun. Call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate)",twink bear scalli skin jock call dont miss weekend fun call pmin stop text call nat rate
1,25p 4 alfie Moon's Children in need song on your mob. Beri tahu m8s Anda. Txt Tone amal ke 8007 untuk Nokia atau Poly amal untuk polys: zed 08701417012 keuntungan 2 amal.,p alfie moons children in butuh song on your mob ms txt tone amal nokia poly amal polys zed untung amal
0,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour,yeah like goe like friend imma flip shit like half hour
1,"Assalamu alaikum,saya RESKI dr Costumer Servis TRI PLAZA SEMANGGI lt.1 JL.jend sudirman jkt pst sdh m-hubungi anda waktu pengundian di lakukan tapi no.anda tdk tersambung, jd kami krimkn lwt SMS sebelum jatuh tempo, bahwa no.anda menang undian dr TRI 2014 jenis hadiah 1unit mobil SUZUKI ERTIGA NEW,dengan PIN 2D45CS77, jadi silahkan cek terlebih dahulu di website; www.tricare.jimdo.com /hub; 021-40161777 / 08994179888 ",assalamu alaikumsaya reski costumer servis tri plaza semanggi lantai jljend sudirman jakarta mhubungi undi laku noanda sambung krimkn sms jatuh tempo noanda menang undi tri jenis hadiah unit mobil suzuki ertiga newdengan pin dcs silah cek situs hubung
0,"Ya Anda harus. Saya pikir Anda dapat menggunakan atm gt Anda sekarang untuk mendaftar. Tidak yakin tetapi jika ada saya dapat membantu memberi tahu saya. Tetapi ketika Anda melakukannya, pastikan Anda siap.",ya pikir atm daftar bantu laku pasti
0,Ãœ dun perlu memilih pacar Anda?,dun pilih pacar
1,"Ass.sy SUGIYONO yg tempo hari mngenai mobil TOYOTANYA,sy brminat,cocok,tlong hub sodara sy dlu,untuk negosiasi harganya. A/N;ABDULLAH HP;081389909777",asssy sugiyono tempo mngenai mobil toyotanyasy brminatcocoktlong hubung saudara dluuntuk negosiasi harga anabdullah hp
1,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m),girl mani local virgin readi fil everi sexual need fil text cute p
1,SMS BANNEDUK ke 89555 untuk melihat! biaya 150p textoperator g696ga 18+ XXX,sms banneduk biaya p textoperator gga xxx
0,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",wonder world th th style th smile th person rd natur nd sm st love friendship good morn dear
1,Uâ € ™ve bin diberikan â £ 50 untuk bermain 4 uang tunai instan. Hubungi 08715203028 Untuk Mengklaim. SETIAP pemain ke-9 menang min £ 50- - £ 500. Menyisih 08718727870,u ve bin main uang tunai instan hubung klaim main menang min sisih
1,URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only,urgent tri contact today draw show prize guarante call land line claim valid hr
1,"accordingly. I repeat, just text the word ok on your mobile phone and send",accordingli repeat text word ok mobil phone send
1,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz,credit top renew pin tgxxrz
0,Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed,yo guy ever figur much need alcohol jay tri figur much safe spend weed
1,Ur balance is now £500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!,balanc next question sang uptown girl answer text answer good luck
1,"Kesempatan menjadi agen pulsa/ALL Operator MKIOS, Harga murah; 5=4500, 10=8500, 20=18000, 25=22000, 50=45000, Ketik GABUNG Kirim ke 087775777917",sempat agen pulsaall operator mkios harga murah ketik gabung kirim
1,"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3x£150pw to e£nd txt stop",free rington text first poli text get true tone help st free tone xpw end text stop
1,"URGENT! Last weekend's draw shows that you have won £1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm",urgent last weekend draw show cash spanish holiday call claim tc rstm sw ss ppm
0,Ok bagus kalau begitu saya nanti datang mencari Ã 1/4 ... C beruntung saya mengatakan kepada Ã 1/4 untuk pergi lebih awal ... Kemudian orang mengambil selesai Ã 1/4 tidak lagi ...,ok bagus cari c untung pergi orang ambil selesai
0,We not leaving yet. Ok lor then we go elsewhere n eat. U thk...,leav yet ok lor go elsewher n eat thk
1,"For ur chance to win £250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk.",chanc win cash everi wk text play tsc custcar xpwk
0,"K I'll head out in a few mins, see you there",okay ill head min see
1,pembayaran anda sudah jatuh tempo silahkan melapor/M-HUB ke Kantor 082327327705 terima kasih,bayar jatuh tempo silah melapormhub kantor terima kasih
0,We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.,pleas inform applic airtel broadband process success instal happen within day
0,Hei... Mengapa kita tidak pergi menonton x men dan makan siang ... Haha,hei pergi tonton x men makan siang haha
0,"No dude, its not fake..my frnds got money, thts y i'm reffering u..if u member wit my mail link, u vl be credited  &lt;#&gt; rs and il be getiing  &lt;#&gt; rs..i can draw my acc wen it is  &lt;#&gt; rs..",dude fakemi frnd got money tht im reffer uif member wit mail link vl credit ltgt rs il geti ltgt rsi draw acc wen ltgt rs
0,Hei ada apa charles maaf tentang balasan yang terlambat.,hei charles maaf balas lambat
0,Apakah dia biasanya membutuhkan waktu lima belas menit untuk menanggapi pertanyaan ya atau tidak,butuh belas menit tanggap ya
1,"You are a £1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE",winner guarante caller prize final attempt contact claim call ppmpoboxbhambx
0,Well. You know what i mean. Texting,well know mean text
0,Silahkan tebak umurnya~,silah tebak umur
0,Ya lakukan! Dona € ̃t berdiri untuk menutup tho- youâ € ̃ll menangkap sesuatu!,ya laku dona t diri tutup tho you ll tangkap
1,Reply to win £100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service,repli win weekli profession sport tiger wood play send stop end servic
1,"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send ""go stop"" to 89123",welcom ukmobiled messag free give free call futur mg bill p daili cancel send go stop
0,Saya melihat huruf B di mobil saya,huruf bb mobil
1,"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+",urgent call landlin complimentari tenerif holiday cash await collect sae tc box hp yf ppm
1,87077: Mulai musim baru dengan 2wks GRATIS tujuan & berita ke ponsel Anda! Txt nama klub Anda ke 87077 misalnya VILLA ke 87077,musim wks gratis tuju berita ponsel txt nama klub villa
0,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",today sorri day ever angri ever misbehav hurt pleas pleas slap urself fault im basic good
1,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,tri contact respons offer new nokia fone camcord hit repli call deliveri
1,Pnjaman mudah tnpa jaminan. proses sangat cepat. Syrt : ft cpy ktp dan krtu kredit. bila berminat Call : ARI di 021-32440198,pnjaman mudah jamin proses cepat syrt ft cpy ktp kartu kredit minat telepon ari
1,"pdate_Now - Menit ganda dan 1000 txt untuk tarif Orange. Terbaru Motorola, SonyEricsson & Nokia & Bluetooth GRATIS! Hubungi MobileUpd8 di 08000839402 atau call2optout/! YHL",pdate now menit ganda txt tarif orange baru motorola sonyericsson nokia bluetooth gratis hubung mobileupd calloptout yhl
0,When i have stuff to sell i.ll tell you,stuff sell ill tell
0,Biarkan saja de:-). Mulai Bersiap untuk selanjutnya:-)..,biar de
1,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs ,dear xxxxxxx uve invit xchat final attempt contact text chat pmsgrcvdhgsuitelandsrowwjhl ldn yr
0,Apakah itu jam berapa Anda ingin saya datang?,jam
0,"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel...",hmmm mayb tri e shoppin area one forgot e name hotel
1,"Bagus sekali INGGRIS! Dapatkan nada dering poli resmi atau bendera warna di ponsel Anda! ketik TONE atau FLAG ke 84199 SEKARANG! Memilih keluar txt ENG STOP. Kotak39822 W111WX Â £ 1,50",bagus inggris dapat nada dering pol resmi bendera warna ponsel ketik tone flag pilih txt eng stop kotak wwx
0,Shall i ask one thing if you dont mistake me.,shall ask one thing dont mistak
1,83039 62735=£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 ,uk break accommodationvouch term condit appli claim mustprovid claim number
1,"RUMAH&TANAH yg mau di jual,sy IBU AYU sdh SURVEI dan berminat u/membeli Mslh hrg Mhn hub suami saya 085282157222 Dr.HJ.SOPIAN",rumahtanah jualsy ayu survei minat umembeli harga mohon hubung suami drhjsopian
1,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876",mila age blond new uk look sex uk guy like fun text mtalk pptxt st free increment help
1,ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.,romcapspam everyon around respond well presenc sinc warm outgo bring real breath sunshin
1,07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow,rodger burn messag tri call repli sm free nokia mobil free camcord pleas call deliveri tomorrow
1,Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!,refus loan secur unsecur cant get credit call free text back help
0,Apakah Anda tersedia untuk soiree pada tanggal 3 Juni?,sedia soiree tanggal juni
0,Tolong jangan SMS saya lagi. Saya tidak punya hal lain untuk dikatakan.,tolong sms
1,"Orange membawakan Anda nada dering dari Chart Heroes sepanjang masa, dengan hit gratis setiap minggu! Pergi ke Ringtones &; Pics pada wap. Untuk berhenti menerima tips ini, balas STOP.",orange bawa nada dering chart heroes hit gratis minggu pergi ringtones gambar wap henti terima tips balas stop
0,Okay... I booked all already... Including the one at bugis.,okay book alreadi includ one bugi
1,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18,guess somebodi know secretli fanci wanna find give us call landlin dateboxessexcmxn pmin
1,"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate",congratul thank good friend xma prize claim easi call p per minut btnationalr
0,"baiklah, aku akan memastikan mobilnya kembali malam ini",baik mobil malam
1,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468,goldvik invit friend repli ye see stop send stop frnd
0,Semua selesai? Semua diserahkan? Perayaan berjalan lancar belum?,selesai serah raya jalan lancar
1,"our mobile number has won £5000, to claim calls us back or ring the claims hot line on 09050005321.",mobil number claim call us back ring claim hot line
1,INDOSATpoin Plus-plus 2013 SELAMAT SimCard +6281571xxxx Resmi Terpilih M-dpt HADIAH Pin-b89c7h9-di Sahkan Oleh PT.INDOSAT info klik www.infoindosatpoin.webs.com,indosatpoin plusplus selamat simcard xxxx resmi pilih mdpt hadiah pinbchdi sahkan ptindosat informasi klik
0,Gudnite....tc...practice going on,gudnitetcpractic go
1,Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Calls£1/minMobsmore LKPOBOX177HP51FL,new club dont fink met yet b gr c pleas leav messag day wiv area repli promis carli x callsminmobsmor lkpoboxhpfl
1,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,secret admir look make contact ufind rreveal think specialcal
0,Ok. No wahala. Just remember that a friend in need ...,ok wahala rememb friend need
1,Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo,check choos babe video smsshsexnetun fgkslpopw fgkslpo
1,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,fanci shag dointerest sextextukcom text xxuk suzi txt cost per messag tnc websit x
1,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",mobil mth updat latest cameravideo phone free keep number get extra free minstext text ye call
0,nama1 mau hunting kosan bentar gmn? Kita mau ngerjain dmn kita?,nama hunting kosan bentar mana
0,K.. k.. Ada yang spesial hari ini?,k k spesial
0,They did't play one day last year know even though they have very good team.. Like india.,didt play one day last year know even though good team like india
